,id,join_date,sex,company_type,wfh,designation,work_hours,fatigue_score,burn_rate
5065,fffe32003400390039003400,2008-06-22,Female,Product,No,2.0,5.0,0.6,0.52
5066,fffe32003000360032003800,2008-01-20,Male,Service,No,1.0,1.0,0.08,0.07
5067,fffe31003500310038003000,2008-03-13,Female,Service,Yes,0.0,3.0,0.37,0.3
5068,fffe31003400360034003000,2008-01-19,Female,Service,No,3.0,6.0,0.49000000000000005,0.34
5069,fffe33003300300037003200,2008-12-15,Female,Product,No,3.0,6.0,0.6799999999999999,0.57
5070,fffe3400390038003300,2008-12-21,Male,Service,Yes,3.0,6.0,0.64,0.43
5071,fffe3300380038003400,2008-07-24,Female,Service,No,4.0,6.0,0.8,0.63
5072,fffe3500370038003600,2008-02-17,Male,Service,No,5.0,8.0,0.9099999999999999,0.81
5073,fffe31003100380031003400,2008-01-16,Male,Service,Yes,3.0,5.0,0.5,0.4
5074,fffe31003500350034003600,2008-10-16,Male,Service,Yes,3.0,6.0,0.6599999999999999,0.56
5075,fffe33003400360033003700,2008-08-24,Female,Product,No,5.0,10.0,0.85,0.84
5076,fffe31003800330030003800,2008-06-26,Male,Service,Yes,3.0,6.0,0.6599999999999999,0.59
5077,fffe32003300350038003400,2008-05-04,Male,Service,Yes,4.0,9.0,0.86,0.82
5078,fffe32003300330036003700,2008-01-02,Female,Service,Yes,1.0,2.0,0.22999999999999998,0.08
5082,fffe33003300300034003100,2008-03-15,Female,Product,Yes,2.0,4.0,0.49000000000000005,0.34
5083,fffe3600310036003300,2008-11-13,Male,Service,No,3.0,7.0,0.8,0.68
5084,fffe33003400310036003800,2008-02-06,Female,Service,No,2.0,5.0,0.78,0.69
5086,fffe33003400360033003100,2008-07-02,Male,Service,Yes,2.0,5.0,0.6,0.52
5087,fffe32003800350033003400,2008-01-03,Female,Service,No,4.0,6.0,0.62,0.54
5088,fffe3400340031003000,2008-09-26,Male,Service,No,1.0,1.0,0.16,0.11
5089,fffe32003900300037003900,2008-11-24,Male,Service,No,1.0,3.0,0.39,0.31
5090,fffe32003700330039003700,2008-08-13,Female,Product,Yes,3.0,5.0,0.5599999999999999,0.46
5091,fffe33003400360032003300,2008-09-09,Male,Product,No,3.0,5.0,0.75,0.53
5093,fffe32003900300033003600,2008-11-09,Female,Service,No,1.0,2.0,0.43,0.36
5094,fffe3900340039003600,2008-05-27,Male,Service,No,2.0,4.0,0.65,0.64
5095,fffe31003900390032003300,2008-03-06,Female,Service,No,3.0,6.0,0.58,0.55
5097,fffe33003200390033003200,2008-05-03,Male,Service,Yes,2.0,3.0,0.44000000000000006,0.29
5098,fffe31003500350030003300,2008-02-06,Female,Service,No,0.0,1.0,0.39,0.16
5099,fffe3400300030003800,2008-02-14,Male,Product,Yes,3.0,7.0,0.5900000000000001,0.56
5100,fffe3700340037003700,2008-03-04,Male,Service,Yes,3.0,6.0,0.6799999999999999,0.55
5101,fffe320035003900,2008-04-12,Female,Service,No,1.0,4.0,0.67,0.53
5102,fffe33003100340032003200,2008-08-06,Male,Service,No,1.0,3.0,0.37,0.31
5104,fffe33003200370030003600,2008-05-27,Male,Service,No,4.0,8.0,0.71,0.7
5105,fffe33003200370038003200,2008-02-27,Female,Service,Yes,1.0,3.0,0.39,0.25
5106,fffe31003500380034003800,2008-12-23,Male,Product,No,2.0,5.0,0.7,0.69
5107,fffe3600390034003400,2008-07-26,Female,Service,Yes,1.0,2.0,0.45999999999999996,0.37
5108,fffe31003600340039003800,2008-02-21,Male,Service,No,2.0,4.0,0.39,0.34
5109,fffe3800340035003500,2008-07-15,Female,Product,No,2.0,3.0,0.47000000000000003,0.25
5111,fffe33003000370037003500,2008-08-28,Female,Service,Yes,3.0,7.0,0.93,0.77
5112,fffe32003000380037003100,2008-12-21,Female,Service,Yes,2.0,4.0,0.51,0.41
5114,fffe31003800350035003000,2008-03-14,Male,Service,No,4.0,7.0,0.7,0.57
5115,fffe33003100360032003400,2008-05-18,Female,Product,Yes,3.0,5.0,0.72,0.49
5116,fffe31003000310033003000,2008-12-24,Male,Product,No,3.0,6.0,0.67,0.52
5117,fffe32003400380033003400,2008-08-31,Male,Product,Yes,3.0,5.0,0.45,0.39
5118,fffe33003200300033003100,2008-06-04,Female,Product,Yes,0.0,1.0,0.13999999999999999,0.09
5119,fffe3700390037003200,2008-08-29,Female,Product,Yes,1.0,2.0,0.45999999999999996,0.34
5121,fffe31003600330032003800,2008-11-14,Female,Product,No,3.0,7.0,0.8300000000000001,0.75
5122,fffe35003100,2008-11-18,Female,Service,No,3.0,7.0,0.9199999999999999,0.79
5124,fffe31003000370031003600,2008-06-05,Male,Service,Yes,0.0,1.0,0.36,0.23
5125,fffe31003700350035003100,2008-06-14,Female,Product,Yes,2.0,4.0,0.64,0.5
5127,fffe32003400320039003500,2008-02-26,Female,Product,Yes,3.0,5.0,0.6599999999999999,0.48
5128,fffe32003100380030003200,2008-10-03,Female,Service,Yes,3.0,6.0,0.76,0.54
5130,fffe3300380037003800,2008-08-14,Male,Service,Yes,2.0,4.0,0.6599999999999999,0.65
5131,fffe31003400380039003300,2008-01-15,Female,Product,No,1.0,1.0,0.45,0.24
5132,fffe3600300031003400,2008-10-26,Female,Service,Yes,0.0,1.0,0.02,0.0
5134,fffe32003500350038003400,2008-06-18,Female,Service,No,0.0,1.0,0.22000000000000003,0.14
5135,fffe31003400330031003900,2008-05-08,Female,Service,No,1.0,3.0,0.36,0.21
5137,fffe33003200370035003400,2008-04-18,Female,Service,Yes,0.0,1.0,0.3,0.25
5138,fffe33003100330037003900,2008-04-26,Male,Product,Yes,2.0,4.0,0.31,0.2
5139,fffe32003400380032003000,2008-05-16,Male,Service,No,5.0,9.0,0.9800000000000001,0.9
5140,fffe31003800370034003700,2008-06-12,Female,Product,No,2.0,6.0,0.71,0.72
5141,fffe33003000300031003000,2008-12-18,Female,Product,No,4.0,9.0,0.9,0.75
5142,fffe3900340032003900,2008-12-24,Female,Service,Yes,1.0,3.0,0.18,0.14
5143,fffe32003900300039003300,2008-09-09,Female,Service,Yes,3.0,4.0,0.5700000000000001,0.43
5144,fffe31003100310038003500,2008-11-07,Female,Service,No,2.0,4.0,0.35,0.22
5145,fffe32003100380038003600,2008-06-16,Male,Product,Yes,1.0,2.0,0.31,0.16
5146,fffe3900350039003400,2008-06-11,Male,Product,Yes,2.0,3.0,0.25,0.11
5147,fffe31003400360033003900,2008-05-17,Female,Service,Yes,3.0,4.0,0.64,0.44
5148,fffe33003100380033003400,2008-04-23,Female,Product,Yes,2.0,5.0,0.58,0.36
5149,fffe3900330032003700,2008-03-13,Male,Service,Yes,2.0,5.0,0.58,0.41
5151,fffe3600330036003200,2008-05-04,Female,Service,Yes,0.0,1.0,0.0,0.0
5152,fffe33003000380037003700,2008-05-08,Male,Service,Yes,3.0,6.0,0.78,0.57
5153,fffe31003400320037003100,2008-02-25,Female,Product,No,1.0,2.0,0.5,0.41
5154,fffe3400340038003700,2008-01-03,Female,Product,Yes,3.0,4.0,0.45,0.39
5155,fffe32003400340039003100,2008-01-11,Male,Product,Yes,2.0,4.0,0.32999999999999996,0.26
5156,fffe31003400380033003900,2008-06-02,Female,Service,Yes,3.0,6.0,0.54,0.48
5157,fffe33003000370032003200,2008-03-24,Female,Service,No,1.0,1.0,0.26,0.07
5158,fffe33003000320038003000,2008-01-09,Male,Service,Yes,4.0,9.0,0.78,0.81
5160,fffe31003700350034003100,2008-08-24,Male,Service,No,1.0,5.0,0.7,0.53
5161,fffe3900370032003900,2008-01-28,Male,Service,No,2.0,4.0,0.82,0.66
5162,fffe32003500,2008-03-20,Female,Service,Yes,1.0,3.0,0.55,0.39
5163,fffe33003100380035003000,2008-01-28,Female,Service,Yes,3.0,5.0,0.51,0.47
5164,fffe3500380030003300,2008-08-17,Male,Product,Yes,3.0,6.0,0.75,0.67
5165,fffe32003000360037003100,2008-05-12,Female,Product,No,2.0,5.0,0.79,0.58
5166,fffe31003200380036003200,2008-07-29,Female,Service,No,2.0,4.0,0.4,0.3
5167,fffe3200320034003200,2008-12-26,Male,Service,No,3.0,7.0,0.95,0.81
5171,fffe33003100310031003200,2008-04-19,Male,Product,Yes,2.0,3.0,0.5900000000000001,0.4
5172,fffe370035003100,2008-12-05,Female,Service,Yes,2.0,6.0,0.78,0.73
5173,fffe32003200360034003200,2008-12-13,Female,Product,No,1.0,1.0,0.02,0.0
5176,fffe32003700370030003100,2008-02-07,Female,Service,No,2.0,4.0,0.85,0.66
5177,fffe33003400330031003900,2008-03-01,Female,Service,Yes,2.0,4.0,0.67,0.49
5178,fffe3200390037003400,2008-10-27,Male,Service,No,3.0,7.0,0.74,0.63
5179,fffe33003000330037003500,2008-02-21,Female,Service,No,4.0,8.0,0.93,0.76
5181,fffe33003300390033003400,2008-06-13,Male,Service,Yes,3.0,5.0,0.52,0.37
5182,fffe3400340033003100,2008-04-21,Male,Service,Yes,2.0,4.0,0.67,0.46
5183,fffe31003700320032003300,2008-11-11,Female,Service,No,4.0,7.0,0.6900000000000001,0.52
5184,fffe31003600310034003600,2008-04-18,Female,Service,Yes,0.0,2.0,0.26,0.18
5185,fffe32003200370038003100,2008-01-24,Female,Service,Yes,3.0,7.0,0.7,0.6
5186,fffe32003400350036003000,2008-12-04,Female,Service,No,2.0,2.0,0.32,0.22
5187,fffe32003600320032003500,2008-07-05,Female,Product,No,3.0,6.0,0.6599999999999999,0.55
5188,fffe3800330038003400,2008-07-16,Male,Service,No,2.0,6.0,0.79,0.61
5189,fffe31003100310033003500,2008-10-13,Female,Product,No,0.0,1.0,0.0,0.0
5190,fffe32003100320032003900,2008-04-07,Female,Service,No,1.0,4.0,0.5599999999999999,0.5
5191,fffe3100360033003600,2008-12-17,Female,Service,Yes,2.0,4.0,0.53,0.32
5192,fffe31003900320031003300,2008-09-15,Female,Service,Yes,3.0,5.0,0.5900000000000001,0.45
5193,fffe3300330033003400,2008-02-07,Female,Service,Yes,4.0,8.0,0.85,0.72
5194,fffe33003000390034003700,2008-02-07,Male,Service,No,1.0,3.0,0.45,0.33
5195,fffe33003100300036003300,2008-02-22,Male,Product,No,1.0,3.0,0.5599999999999999,0.4
5196,fffe3500330030003200,2008-03-19,Male,Service,No,2.0,6.0,0.77,0.58
5197,fffe32003100390035003600,2008-01-09,Female,Service,Yes,2.0,4.0,0.54,0.35
5198,fffe32003900330034003300,2008-10-26,Male,Product,No,1.0,3.0,0.38,0.32
5199,fffe31003400300035003600,2008-06-11,Male,Product,Yes,2.0,5.0,0.61,0.41
5201,fffe32003200370033003900,2008-04-08,Male,Product,Yes,3.0,6.0,0.6,0.55
5202,fffe3200310031003200,2008-09-26,Female,Product,No,2.0,2.0,0.36,0.22
5204,fffe33003200300036003500,2008-01-20,Male,Product,No,3.0,6.0,0.63,0.53
5206,fffe33003200300038003800,2008-10-07,Female,Service,Yes,0.0,1.0,0.35,0.17
5207,fffe33003300380032003500,2008-06-16,Male,Service,No,4.0,7.0,0.72,0.64
5209,fffe32003800390031003500,2008-04-17,Female,Service,No,3.0,8.0,0.8300000000000001,0.75
5210,fffe33003000360032003700,2008-07-09,Female,Service,Yes,1.0,1.0,0.44000000000000006,0.29
5211,fffe3400350039003500,2008-06-18,Male,Service,No,4.0,7.0,0.78,0.68
5212,fffe3400390039003600,2008-09-08,Male,Service,Yes,1.0,1.0,0.3,0.24
5213,fffe31003300390034003600,2008-07-16,Female,Service,Yes,2.0,3.0,0.52,0.28
5214,fffe32003500330036003500,2008-03-24,Female,Product,Yes,2.0,4.0,0.32999999999999996,0.27
5216,fffe32003800310030003800,2008-06-23,Male,Product,No,2.0,3.0,0.61,0.4
5217,fffe32003600350030003700,2008-01-02,Male,Product,Yes,4.0,6.0,0.71,0.67
5218,fffe32003300390038003100,2008-07-18,Female,Product,Yes,1.0,2.0,0.43,0.29
5219,fffe31003200330037003500,2008-11-23,Female,Service,No,3.0,5.0,0.49000000000000005,0.44
5220,fffe3500330039003700,2008-11-05,Female,Product,Yes,2.0,5.0,0.52,0.48
5222,fffe31003800310032003100,2008-04-14,Male,Service,Yes,3.0,5.0,0.6900000000000001,0.49
5223,fffe31003800300031003400,2008-04-23,Male,Service,No,4.0,9.0,0.9099999999999999,0.94
5226,fffe31003800380030003500,2008-07-10,Male,Service,No,3.0,6.0,0.71,0.58
5227,fffe33003000380039003900,2008-06-02,Female,Service,Yes,5.0,9.0,1.0,0.85
5228,fffe31003000390033003400,2008-08-14,Female,Service,Yes,1.0,4.0,0.64,0.43
5229,fffe31003300350039003800,2008-07-11,Male,Product,No,4.0,7.0,0.6900000000000001,0.62
5230,fffe31003900300035003600,2008-02-04,Male,Service,Yes,0.0,1.0,0.38,0.16
5231,fffe32003400310038003600,2008-06-19,Female,Service,Yes,0.0,1.0,0.37,0.21
5232,fffe31003600370034003500,2008-04-20,Male,Product,No,3.0,6.0,0.73,0.64
5233,fffe31003100390039003300,2008-07-31,Female,Service,No,3.0,6.0,0.44000000000000006,0.39
5234,fffe32003300340034003800,2008-04-16,Male,Service,No,2.0,3.0,0.45999999999999996,0.28
5236,fffe31003600310037003600,2008-06-28,Male,Product,No,3.0,6.0,0.65,0.57
5238,fffe33003300350032003800,2008-06-03,Male,Service,Yes,4.0,9.0,0.8400000000000001,0.8
5240,fffe31003000370038003100,2008-11-21,Female,Service,Yes,2.0,3.0,0.32,0.17
5241,fffe33003200390034003800,2008-07-10,Female,Product,No,4.0,7.0,0.61,0.59
5243,fffe3600380039003600,2008-10-14,Female,Service,Yes,2.0,4.0,0.41,0.34
5245,fffe3800360037003000,2008-04-12,Female,Service,Yes,4.0,8.0,0.95,0.9
5246,fffe31003600350036003500,2008-06-15,Female,Service,Yes,1.0,1.0,0.42000000000000004,0.22
5247,fffe32003500300039003500,2008-01-17,Male,Product,Yes,1.0,3.0,0.45999999999999996,0.33
5248,fffe3400340032003600,2008-09-15,Male,Service,No,4.0,8.0,0.8400000000000001,0.71
5249,fffe32003000300035003400,2008-04-01,Female,Service,No,0.0,2.0,0.3,0.18
5250,fffe33003100320039003000,2008-12-14,Female,Service,Yes,1.0,2.0,0.16999999999999998,0.13
5251,fffe33003100330038003400,2008-02-09,Male,Service,Yes,2.0,3.0,0.33999999999999997,0.28
5253,fffe32003300310033003600,2008-04-05,Male,Service,Yes,2.0,5.0,0.6,0.5
5254,fffe31003900360037003100,2008-03-13,Female,Service,Yes,1.0,1.0,0.22000000000000003,0.14
5255,fffe33003200370032003100,2008-01-12,Female,Service,Yes,0.0,1.0,0.0,0.02
5256,fffe32003700340034003500,2008-01-30,Female,Product,Yes,2.0,3.0,0.5700000000000001,0.48
5257,fffe33003100320035003800,2008-10-11,Female,Service,Yes,0.0,1.0,0.22999999999999998,0.06
5258,fffe32003500320034003100,2008-08-28,Female,Service,No,2.0,3.0,0.52,0.39
5259,fffe32003900380036003300,2008-11-21,Female,Service,Yes,1.0,3.0,0.3,0.16
5260,fffe380033003800,2008-09-05,Female,Service,Yes,2.0,3.0,0.38,0.25
5261,fffe32003500350031003300,2008-06-27,Female,Service,Yes,1.0,2.0,0.6,0.49
5262,fffe3500320030003400,2008-02-25,Male,Service,Yes,2.0,4.0,0.25,0.18
5263,fffe32003500320039003400,2008-07-05,Male,Service,Yes,1.0,1.0,0.52,0.28
5264,fffe31003200390036003300,2008-10-15,Female,Service,Yes,2.0,5.0,0.6,0.43
5265,fffe31003900370033003300,2008-10-28,Female,Service,Yes,3.0,5.0,0.6900000000000001,0.53
5268,fffe32003300370035003100,2008-01-14,Female,Service,No,2.0,4.0,0.38,0.3
5269,fffe3100340036003400,2008-09-18,Female,Service,No,4.0,6.0,0.67,0.58
5270,fffe32003800350031003700,2008-03-29,Male,Product,Yes,3.0,4.0,0.64,0.4
5271,fffe33003300320037003000,2008-07-15,Female,Service,Yes,2.0,2.0,0.51,0.29
5272,fffe33003400340035003100,2008-06-16,Male,Service,No,4.0,8.0,0.86,0.79
5273,fffe33003100350034003700,2008-02-21,Female,Service,Yes,4.0,8.0,0.79,0.73
5274,fffe31003600380030003600,2008-10-19,Male,Product,No,2.0,5.0,0.65,0.58
5275,fffe33003300370033003000,2008-08-02,Female,Service,Yes,3.0,5.0,0.64,0.47
5277,fffe31003600370035003400,2008-02-20,Male,Service,No,2.0,4.0,0.6900000000000001,0.61
5278,fffe33003400370039003900,2008-09-20,Female,Service,Yes,2.0,5.0,0.42000000000000004,0.31
5279,fffe32003800360032003600,2008-08-31,Male,Service,Yes,0.0,1.0,0.38,0.29
5280,fffe31003100330039003000,2008-06-08,Male,Service,No,4.0,9.0,0.95,0.82
5283,fffe33003300320032003200,2008-02-18,Female,Service,Yes,0.0,1.0,0.5,0.34
5284,fffe32003100310033003800,2008-05-05,Female,Service,No,2.0,3.0,0.43,0.3
5286,fffe32003800340030003700,2008-11-05,Male,Product,Yes,0.0,1.0,0.1,0.07
5287,fffe31003800310034003100,2008-04-21,Male,Service,No,4.0,8.0,0.8400000000000001,0.68
5288,fffe32003400300031003300,2008-02-22,Male,Service,No,3.0,6.0,0.62,0.59
5289,fffe3100370039003300,2008-08-30,Male,Service,No,3.0,6.0,0.8300000000000001,0.67
5290,fffe32003000300031003100,2008-07-02,Male,Service,No,4.0,9.0,1.0,1.0
5291,fffe32003800310032003200,2008-05-19,Female,Service,No,4.0,9.0,0.9199999999999999,0.75
5292,fffe3100380032003100,2008-09-07,Female,Product,Yes,1.0,2.0,0.39,0.16
5293,fffe3300390038003300,2008-11-05,Male,Product,Yes,2.0,4.0,0.6,0.41
5294,fffe31003000320036003200,2008-09-13,Female,Product,No,0.0,1.0,0.0,0.0
5295,fffe32003400380038003700,2008-05-23,Female,Service,Yes,2.0,4.0,0.55,0.45
5296,fffe33003100340035003500,2008-05-25,Male,Service,No,4.0,8.0,1.0,0.97
5297,fffe32003900370033003800,2008-01-16,Male,Product,No,2.0,4.0,0.52,0.28
5298,fffe32003400360033003400,2008-03-02,Male,Product,Yes,0.0,1.0,0.0,0.0
5299,fffe32003700380033003600,2008-06-30,Male,Product,Yes,2.0,5.0,0.55,0.31
5300,fffe32003700390032003600,2008-07-08,Female,Service,No,1.0,4.0,0.76,0.58
5301,fffe3600300030003100,2008-03-23,Male,Product,No,1.0,2.0,0.35,0.24
5302,fffe33003300380036003000,2008-08-01,Male,Product,No,2.0,5.0,0.49000000000000005,0.39
5303,fffe32003900390036003100,2008-06-15,Female,Service,No,3.0,6.0,0.79,0.83
5304,fffe31003400300031003200,2008-06-27,Male,Service,No,1.0,3.0,0.55,0.35
5305,fffe32003200370035003700,2008-03-29,Male,Service,Yes,5.0,10.0,0.97,0.98
5310,fffe31003900320039003800,2008-04-12,Male,Service,No,2.0,5.0,0.72,0.65
5311,fffe31003100320036003200,2008-07-23,Male,Product,Yes,3.0,5.0,0.77,0.61
5313,fffe32003500310036003100,2008-10-17,Female,Service,Yes,1.0,3.0,0.64,0.4
5314,fffe33003300360038003600,2008-05-09,Male,Service,No,3.0,5.0,0.45999999999999996,0.33
5315,fffe33003200350032003300,2008-10-30,Female,Product,Yes,4.0,6.0,0.6799999999999999,0.58
5318,fffe32003100330036003400,2008-10-05,Male,Service,Yes,2.0,4.0,0.5599999999999999,0.4
5319,fffe31003400380038003200,2008-04-19,Male,Service,No,1.0,3.0,0.51,0.38
5320,fffe32003500390030003700,2008-10-26,Female,Service,No,3.0,5.0,0.62,0.51
5322,fffe3600320037003500,2008-12-04,Female,Service,Yes,1.0,4.0,0.45999999999999996,0.4
5323,fffe33003400370039003100,2008-06-13,Female,Service,Yes,1.0,3.0,0.5599999999999999,0.34
5324,fffe33003100370034003900,2008-01-20,Female,Service,No,0.0,1.0,0.26,0.13
5326,fffe32003600340034003400,2008-01-06,Male,Service,Yes,1.0,3.0,0.4,0.3
5327,fffe3200360034003700,2008-04-15,Male,Service,No,0.0,1.0,0.26,0.14
5328,fffe31003300350036003300,2008-04-15,Female,Service,Yes,1.0,2.0,0.32999999999999996,0.15
5329,fffe3900310039003500,2008-08-27,Male,Service,No,2.0,6.0,0.73,0.66
5330,fffe33003000370033003200,2008-07-12,Female,Service,No,3.0,6.0,0.72,0.64
5331,fffe31003600330032003900,2008-09-14,Female,Product,Yes,1.0,2.0,0.53,0.45
5334,fffe32003300360036003700,2008-08-06,Female,Product,No,1.0,3.0,0.5,0.34
5335,fffe32003300340034003100,2008-01-02,Female,Product,Yes,3.0,6.0,0.85,0.85
5336,fffe31003100390033003700,2008-05-20,Male,Service,No,2.0,5.0,0.7,0.54
5338,fffe31003800330036003800,2008-01-15,Female,Service,No,1.0,3.0,0.61,0.47
5339,fffe32003000370035003900,2008-05-27,Female,Service,No,2.0,4.0,0.48,0.42
5340,fffe3500380032003800,2008-11-23,Male,Service,Yes,1.0,3.0,0.45,0.36
5341,fffe31003500330038003500,2008-08-20,Female,Service,Yes,2.0,4.0,0.47000000000000003,0.35
5342,fffe32003600330032003300,2008-06-01,Male,Service,Yes,3.0,7.0,0.82,0.82
5344,fffe3100370035003100,2008-09-04,Female,Product,No,3.0,5.0,0.5599999999999999,0.45
5345,fffe32003400350037003400,2008-09-13,Female,Service,Yes,1.0,3.0,0.6,0.41
5346,fffe32003100390032003800,2008-05-14,Male,Service,No,2.0,6.0,0.8,0.65
5348,fffe3700390030003200,2008-06-07,Male,Product,Yes,0.0,2.0,0.41,0.27
5349,fffe32003000330039003800,2008-03-20,Male,Product,No,2.0,4.0,0.78,0.67
5350,fffe33003100370031003800,2008-02-02,Female,Service,No,2.0,5.0,0.45,0.37
5351,fffe3300380030003700,2008-12-08,Female,Product,No,4.0,8.0,0.75,0.58
5352,fffe33003000340030003500,2008-02-14,Male,Service,Yes,4.0,7.0,0.8,0.75
5353,fffe31003000320034003400,2008-05-28,Female,Service,No,2.0,5.0,0.5900000000000001,0.56
5354,fffe32003800390039003200,2008-02-01,Female,Product,Yes,3.0,6.0,0.6900000000000001,0.5
5355,fffe33003300340035003600,2008-10-05,Male,Service,No,2.0,5.0,0.6900000000000001,0.55
5356,fffe33003200330031003400,2008-07-07,Male,Service,Yes,2.0,3.0,0.5700000000000001,0.34
5357,fffe33003200390036003600,2008-05-13,Female,Service,Yes,2.0,5.0,0.61,0.49
5358,fffe3800330030003200,2008-07-14,Male,Service,No,3.0,5.0,0.58,0.53
5359,fffe31003100300038003700,2008-09-28,Male,Service,No,1.0,4.0,0.51,0.32
5360,fffe33003200370030003400,2008-06-11,Male,Product,No,3.0,6.0,0.65,0.56
5361,fffe31003600370032003600,2008-03-20,Male,Service,Yes,1.0,1.0,0.19,0.09
5362,fffe33003200320037003100,2008-02-22,Male,Service,No,3.0,5.0,0.73,0.57
5363,fffe33003400350031003900,2008-05-03,Female,Service,No,1.0,4.0,0.6799999999999999,0.49
5364,fffe31003400350039003200,2008-09-08,Female,Service,Yes,2.0,2.0,0.32999999999999996,0.15
5365,fffe32003300320035003500,2008-09-02,Female,Service,No,0.0,1.0,0.22999999999999998,0.16
5367,fffe32003300350030003400,2008-11-04,Male,Service,Yes,3.0,5.0,0.6900000000000001,0.64
5368,fffe31003100390035003900,2008-11-02,Female,Service,No,3.0,8.0,0.8099999999999999,0.82
5369,fffe31003100310037003700,2008-03-23,Male,Product,Yes,2.0,4.0,0.61,0.47
5370,fffe3800340037003900,2008-06-28,Male,Product,No,3.0,5.0,0.67,0.63
5371,fffe3600360034003400,2008-06-12,Male,Product,Yes,2.0,4.0,0.49000000000000005,0.43
5372,fffe31003200370033003000,2008-08-06,Male,Service,No,4.0,7.0,0.76,0.68
5373,fffe32003400380031003900,2008-05-28,Female,Service,No,2.0,4.0,0.65,0.63
5374,fffe33003400310032003400,2008-08-11,Female,Service,Yes,4.0,7.0,0.8400000000000001,0.65
5375,fffe33003100310037003800,2008-01-21,Female,Service,Yes,2.0,2.0,0.45,0.21
5377,fffe33003100390038003800,2008-07-28,Female,Service,Yes,2.0,4.0,0.61,0.39
5378,fffe31003000370034003100,2008-12-09,Male,Service,Yes,0.0,1.0,0.11000000000000001,0.08
5379,fffe3100320039003700,2008-08-29,Female,Service,Yes,2.0,4.0,0.5599999999999999,0.34
5380,fffe31003300380030003700,2008-02-01,Female,Service,Yes,3.0,6.0,0.75,0.66
5381,fffe3600350030003600,2008-07-30,Female,Service,No,3.0,6.0,0.72,0.65
5383,fffe32003900300038003600,2008-10-02,Female,Product,No,2.0,4.0,0.63,0.59
5386,fffe3500340035003400,2008-04-05,Female,Product,Yes,2.0,3.0,0.6599999999999999,0.43
5387,fffe33003100320039003800,2008-03-04,Female,Service,Yes,1.0,2.0,0.16,0.11
5388,fffe32003300380036003800,2008-02-15,Female,Product,No,1.0,3.0,0.44000000000000006,0.39
5389,fffe32003700390035003800,2008-01-31,Male,Product,No,1.0,2.0,0.61,0.38
5390,fffe32003600360039003200,2008-03-24,Female,Service,No,2.0,4.0,0.6599999999999999,0.57
5391,fffe32003300370037003300,2008-09-21,Female,Service,Yes,1.0,3.0,0.31,0.23
5392,fffe3300320032003000,2008-10-13,Female,Product,No,3.0,4.0,0.58,0.42
5393,fffe32003600310039003600,2008-08-14,Male,Service,Yes,2.0,4.0,0.8400000000000001,0.64
5394,fffe32003300380032003400,2008-12-16,Female,Service,No,3.0,6.0,0.53,0.4
5395,fffe31003600380034003900,2008-03-05,Female,Service,No,3.0,6.0,0.6900000000000001,0.59
5396,fffe31003500310039003800,2008-10-14,Female,Service,Yes,3.0,6.0,0.4,0.34
5397,fffe31003100390035003400,2008-06-23,Female,Product,No,3.0,6.0,0.79,0.65
